Id,SalePrice
1461,11.466871698310799
1462,11.895920715629966
1463,12.073291008562233
1464,12.18155699426272
1465,12.273046061747753
1466,12.118617241637123
1467,12.01337613447095
1468,12.087552302513068
1469,12.23175285934509
1470,11.616557200126291
1471,12.039407975548293
1472,11.563284666680753
1473,11.53720936626045
1474,12.012107355621382
1475,11.736377882142175
1476,12.81051169323507
1477,12.490180578549728
1478,12.701786061977865
1479,12.667402518925273
1480,13.053345885677212
1481,12.672744505963921
1482,12.398579216163832
1483,12.120880781854888
1484,12.118870193329503
1485,12.15065315419048
1486,12.285071098830528
1487,12.690416624102703
1488,12.480719331959662
1489,12.158472330756663
1490,12.225687487305429
1491,12.150474348606094
1492,11.459116528375569
1493,12.12242895602009
1494,12.62478232923539
1495,12.614328497633542
1496,12.299384918031182
1497,12.221167750942449
1498,12.075377340088275
1499,12.074768799565133
1500,12.02357257953276
1501,12.121313481586519
1502,12.024350206235923
1503,12.47842506583343
1504,12.379172803453907
1505,12.293746072807483
1506,12.15106784095442
1507,12.36737291841872
1508,12.146600591242489
1509,12.030910843300223
1510,11.836513864800708
1511,11.823495374593321
1512,11.961353553596759
1513,11.92381400751318
1514,11.90920686339554
1515,12.21908191652793
1516,11.925664363700434
1517,11.966666658596646
1518,11.918864919817462
1519,12.195162962893622
1520,11.711423239471731
1521,11.736438436612856
1522,12.086846989892132
1523,11.65764975892413
1524,11.588467101836805
1525,11.620713229158754
1526,11.635987022070847
1527,11.642691132185284
1528,11.848061224320718
1529,11.794243498738467
1530,12.052936221359696
1531,11.71606909436792
1532,11.425398752516791
1533,11.770951375757614
1534,11.667950341545762
1535,11.886383215897736
1536,11.579002599177882
1537,11.33431467685729
1538,11.943611959283926
1539,12.048661031103556
1540,11.603209021415603
1541,11.812291533290212
1542,11.757224734411645
1543,12.22267126317354
1544,11.333343390590754
1545,11.556250115985117
1546,11.746357851963385
1547,11.761864375517968
1548,11.66138220473431
1549,11.576957271705053
1550,11.721696534794171
1551,11.632543961068077
1552,11.760641205670169
1553,11.770011025160771
1554,11.693069710248475
1555,12.020863676527114
1556,11.665222807664895
1557,11.673106025340205
1558,11.60958750811261
1559,11.400121574764144
1560,11.735307101753502
1561,11.807094069814097
1562,11.735387619799642
1563,11.599218230400236
1564,12.015636261173407
1565,11.944177756523244
1566,12.303021718300295
1567,11.472736406604675
1568,12.261504548897221
1569,11.706152085938083
1570,11.848911400513948
1571,11.790486835161579
1572,11.794376980372139
1573,12.33469214280083
1574,11.8191416472074
1575,12.252046853095923
1576,12.288807769568637
1577,12.16238120290039
1578,11.885187163780362
1579,11.848941347273628
1580,12.216227646638584
1581,11.824588733613398
1582,11.753467381737874
1583,12.594944945180902
1584,12.357596009012768
1585,11.805960320305886
1586,11.326342223009524
1587,11.56205381121721
1588,11.753218500802786
1589,11.591290730111234
1590,11.838032509998731
1591,11.485290331014685
1592,11.789605295329197
1593,11.732083509090383
1594,11.587168478620587
1595,11.767551999829136
1596,12.333725138972483
1597,12.107067019665555
1598,12.169642955507229
1599,11.971819447031223
1600,12.016194518380278
1601,11.004560372333923
1602,11.589175880114633
1603,11.218174932145814
1604,12.288858643652816
1605,12.39939551258007
1606,12.012662086103335
1607,12.128928188665327
1608,12.326100677115521
1609,12.156846354994322
1610,11.942055068294806
1611,11.89741631386516
1612,12.023079891867901
1613,11.982529934236041
1614,11.575289432611122
1615,11.389108134395102
1616,11.389108134395102
1617,11.464206549428141
1618,11.675995408423626
1619,11.739133456811325
1620,12.041184975940835
1621,11.843983675740311
1622,11.768594341935737
1623,12.415495211642483
1624,12.169773425707325
1625,11.645411151224392
1626,12.028970796105977
1627,12.135587580305025
1628,12.541560029562348
1629,12.14709579134359
1630,12.703035234869732
1631,12.307791885671003
1632,12.42588308827764
1633,12.091610952511692
1634,12.148788934228948
1635,12.129097703774498
1636,12.0874049259173
1637,12.107463311762782
1638,12.28226930031805
1639,12.170142047429305
1640,12.427497703907537
1641,12.171575681091086
1642,12.367235073443647
1643,12.395052314236398
1644,12.376542021069323
1645,12.142509764889713
1646,11.966172660922664
1647,12.06241476579492
1648,11.82169966798393
1649,11.700854663362149
1650,11.607115707295604
1651,11.678566457069959
1652,11.56835958503812
1653,11.564125277168115
1654,11.985684710965598
1655,11.93714753058052
1656,11.9712540041637
1657,11.990759629322966
1658,11.975438061303977
1659,11.73891534132086
1660,11.890427268686334
1661,12.972288425549987
1662,12.831444254870009
1663,12.805095994202334
1664,13.089163521804695
1665,12.716438568021163
1666,12.658356450672873
1667,12.750926993595948
1668,12.717834601111448
1669,12.635295238106597
1670,12.734901925569963
1671,12.46377340156899
1672,12.91327856159599
1673,12.607818184735208
1674,12.555241969107273
1675,12.25848475115881
1676,12.236450245032549
1677,12.330494881687825
1678,12.996916439271013
1679,12.776238839050631
1680,12.694101090398153
1681,12.55617243355768
1682,12.58008796498527
1683,12.336371997461912
1684,12.211366560003876
1685,12.156369916928927
1686,12.201293087956635
1687,12.152622105350357
1688,12.271183148226978
1689,12.254426317920975
1690,12.220174623480649
1691,12.173327686319254
1692,12.474882684162079
1693,12.098837734814708
1694,12.105140179210053
1695,12.10690988497012
1696,12.487161613296115
1697,12.104940933810244
1698,12.759642531603479
1699,12.720596371096391
1700,12.42505376921698
1701,12.529045552128144
1702,12.467992169441903
1703,12.503928048899617
1704,12.519626313269343
1705,12.353087366934224
1706,12.900931673654599
1707,12.241371662176874
1708,12.224879413075978
1709,12.528623927397954
1710,12.35440485328089
1711,12.44842027672846
1712,12.496611337842495
1713,12.478194226294395
1714,12.267546424631005
1715,12.209741145648753
1716,12.113171969892864
1717,12.078610281028707
1718,11.871846739530216
1719,12.180450438830896
1720,12.329122233766089
1721,12.063891973340851
1722,11.785827554592691
1723,11.895798256947318
1724,12.249504211178387
1725,12.2827823311276
1726,12.063894985046527
1727,12.0200728607077
1728,12.087121144168542
1729,11.91195359078975
1730,12.034895566920731
1731,11.712341818527891
1732,11.651479512825125
1733,11.581456016149453
1734,11.639709906099913
1735,11.721954408884088
1736,11.610124390654228
1737,12.594403746366657
1738,12.375720702830877
1739,12.614246591738024
1740,12.32582931162463
1741,12.17682207431617
1742,12.10743798469293
1743,12.144047239617098
1744,12.483602606929665
1745,12.30063343508341
1746,12.32348816051713
1747,12.312670692221662
1748,12.349201766277808
1749,11.968730083641484
1750,11.903196818475331
1751,12.439234247407759
1752,11.596680771221552
1753,11.959098448355832
1754,12.26384282857457
1755,12.038790782433376
1756,11.64920744283088
1757,11.576381097792085
1758,11.883877525730364
1759,11.934364706539542
1760,12.021334692288157
1761,11.958204329476589
1762,12.00237984072993
1763,12.07389850689821
1764,11.614902388291979
1765,12.067399713011612
1766,11.993421433818913
1767,12.230143167112505
1768,11.708871252168038
1769,12.09635221968434
1770,11.800581599421111
1771,11.725233510122573
1772,11.83869523336572
1773,11.760842919998382
1774,12.016041342922538
1775,11.728990471894601
1776,11.692883962564883
1777,11.465918012448125
1778,11.792815254900047
1779,11.593822837330645
1780,12.095488524410575
1781,11.709188264312411
1782,11.400019607026826
1783,11.8875990547035
1784,11.582148889458855
1785,11.732144948038616
1786,12.022003173966553
1787,12.079781767088264
1788,11.138921624779677
1789,11.629295195154114
1790,11.390511378800111
1791,12.225007736152172
1792,11.885862699496458
1793,11.870470821594099
1794,11.899397166579265
1795,11.757016690388133
1796,11.720448912884802
1797,11.78249321883135
1798,11.6606975912947
1799,11.48405422533247
1800,11.654596195803887
1801,11.735316641887128
1802,11.976264179885938
1803,11.995411769592975
1804,11.782561320058727
1805,11.794226514729026
1806,11.797388599014683
1807,11.816424352168724
1808,11.705253797818296
1809,11.559606992238828
1810,11.736013277873054
1811,11.411141845945547
1812,11.512693135407034
1813,11.609987988181837
1814,11.407963807720167
1815,10.998008405230834
1816,11.35259972271406
1817,11.60579807920587
1818,11.8381453081596
1819,11.848444481410883
1820,11.139265693348538
1821,11.680237975818564
1822,11.950075022002443
1823,10.965241965173602
1824,11.903886035357319
1825,11.803537984429425
1826,11.477923383529605
1827,11.567753595071572
1828,11.669487752465725
1829,11.790528424253859
1830,11.79266853696822
1831,11.870411039452712
1832,11.656180037683928
1833,11.726093392651123
1834,11.761887800934872
1835,11.83131819209319
1836,11.753823431582099
1837,11.328104988339343
1838,11.660007771116776
1839,11.4312951075955
1840,11.676004142452076
1841,11.730725154857009
1842,11.577364174342158
1843,11.744051187475192
1844,11.835637347727927
1845,11.832944527482544
1846,11.898806664105834
1847,12.009658838934248
1848,11.043308282008432
1849,11.644747305609958
1850,11.670077233367742
1851,11.937464213496677
1852,11.723921936917865
1853,11.751584188550849
1854,12.004186201563437
1855,11.998154596254649
1856,12.245526521131142
1857,11.965479971656295
1858,11.920425685199884
1859,11.783753747514016
1860,12.03379119204291
1861,11.778511385906619
1862,12.500525886060428
1863,12.500525886060428
1864,12.500525886060428
1865,12.648073819826651
1866,12.644926100597736
1867,12.437725237792494
1868,12.547873859737182
1869,12.231001798717596
1870,12.308656974276833
1871,12.444286865989401
1872,12.134957204614194
1873,12.326611255938747
1874,11.796050703918969
1875,12.173959151914582
1876,12.174372063240977
1877,12.222987065570077
1878,12.29507485115333
1879,11.716293065441228
1880,11.791631749681109
1881,12.348095923823696
1882,12.461925183384926
1883,12.227911054325709
1884,12.263727079506989
1885,12.36273918389658
1886,12.475634221874833
1887,12.260719750069352
1888,12.482599534668248
1889,12.121135990556422
1890,11.653232660770716
1891,11.748680629129307
1892,11.515491703277176
1893,11.743699472818623
1894,11.80727132851273
1895,11.871748382039003
1896,11.785256333183167
1897,11.659211858219566
1898,11.766681815684727
1899,12.060973123627301
1900,11.968453680657852
1901,12.004188214532405
1902,11.83164389328926
1903,12.284817460635075
1904,11.801760932684761
